GRID_TYPE,GAME_ID,EVENTNUM,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,score_margin,DEF_POSITION,DEF_ROLE,D_LEBRON,dsc,OFF_POSITION,OFF_ROLE,O_LEBRON,opp_team,OPP_ID,ASSIST_ID
Shot Chart Detail,22200011,9,1630200,Tre Jones,1610612759,San Antonio Spurs,1,11,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,9,88,1,1,20221019,SAS,CHA,222000119,320,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,1626179,0.0,SG,Point of Attack,-1.79,Jones 9' Driving Floating Jump Shot (2 PTS),PG,Slasher,0.6,CHA,1610612766.0,
Shot Chart Detail,22200011,15,1629640,Keldon Johnson,1610612759,San Antonio Spurs,1,10,33,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-85,69,1,1,20221019,SAS,CHA,2220001115,870,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,1626179,-2.0,SG,Point of Attack,-1.79,Johnson 11' Pullup Jump Shot (2 PTS),SF,Movement Shooter,0.58,CHA,1610612766.0,
Shot Chart Detail,22200011,19,1627751,Jakob Poeltl,1610612759,San Antonio Spurs,1,10,5,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,8,1,0,20221019,SAS,CHA,2220001119,1150,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,1626179|203486,-4.0,,,,,C,Roll + Cut Big,0.04,CHA,1610612766.0,
Shot Chart Detail,22200011,24,1629640,Keldon Johnson,1610612759,San Antonio Spurs,1,9,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,197,1,0,20221019,SAS,CHA,2220001124,1270,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,203486,-4.0,C,Anchor Big,1.06,MISS Johnson 26' 3PT Jump Shot,SF,Movement Shooter,0.58,CHA,1610612766.0,
Shot Chart Detail,22200011,43,1627751,Jakob Poeltl,1610612759,San Antonio Spurs,1,8,39,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,65,1,1,20221019,SAS,CHA,2220001143,2010,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,203486,-5.0,C,Anchor Big,1.06,Poeltl 7' Turnaround Jump Shot (2 PTS),C,Roll + Cut Big,0.04,CHA,1610612766.0,
Shot Chart Detail,22200011,53,1629640,Keldon Johnson,1610612759,San Antonio Spurs,1,8,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,-3,1,0,20221019,SAS,CHA,2220001153,2280,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,202330,-7.0,SF,Wing Stopper,-0.03,MISS Johnson 3' Driving Layup,SF,Movement Shooter,0.58,CHA,1610612766.0,
Shot Chart Detail,22200011,55,1627751,Jakob Poeltl,1610612759,San Antonio Spurs,1,8,6,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221019,SAS,CHA,2220001155,2340,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,203486,-7.0,C,Anchor Big,1.06,MISS Poeltl Putback Layup,C,Roll + Cut Big,0.04,CHA,1610612766.0,
Shot Chart Detail,22200011,58,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,7,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,195,1,0,20221019,SAS,CHA,2220001158,2490,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,1626162,-9.0,SF,Wing Stopper,-0.28,MISS Vassell 25' 3PT Jump Shot,SG,Secondary Ball Handler,-0.38,CHA,1610612766.0,
Shot Chart Detail,22200011,64,1630200,Tre Jones,1610612759,San Antonio Spurs,1,7,21,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-104,63,1,0,20221019,SAS,CHA,2220001164,2790,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,1626179,-11.0,SG,Point of Attack,-1.79,MISS Jones 12' Floating Jump Shot,PG,Slasher,0.6,CHA,1610612766.0,
Shot Chart Detail,22200011,66,1631110,Jeremy Sochan,1610612759,San Antonio Spurs,1,7,16,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221019,SAS,CHA,2220001166,2840,0,1627751|1629640|1630170|1630200|1631110,0,REG,2023,202330|1629023,-9.0,,,,,PF,Athletic Finisher,-0.98,CHA,1610612766.0,
