GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,DEF_POSITION,DEF_ROLE,D_LEBRON,OFF_POSITION,OFF_ROLE,O_LEBRON
Shot Chart Detail,42300151,100,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,4,5,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,32,80,1,0,20240420,DEN,LAL,42300151100,4750,0,2544|203076|203915|1629060|1630559,0,PS,2024,203999,C,Mobile Big,1.66,C,Post Scorer,2.04
Shot Chart Detail,42300151,120,203076,Anthony Davis,1610612747,Los Angeles Lakers,1,2,43,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-36,137,1,1,20240420,DEN,LAL,42300151120,5570,0,2544|203076|203915|1626156|1627752,0,PS,2024,203999,C,Mobile Big,1.66,C,Post Scorer,2.04
Shot Chart Detail,42300151,285,1626156,D'Angelo Russell,1610612747,Los Angeles Lakers,2,3,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,83,1,0,20240420,DEN,LAL,42300151285,12170,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999|1627750,,,,PG,Primary Ball Handler,1.01
Shot Chart Detail,42300151,287,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,3,38,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20240420,DEN,LAL,42300151287,12220,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999|1629008,,,,C,Post Scorer,2.04
Shot Chart Detail,42300151,301,1630559,Austin Reaves,1610612747,Los Angeles Lakers,2,2,5,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-112,68,1,1,20240420,DEN,LAL,42300151301,13150,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999,C,Mobile Big,1.66,SG,Primary Ball Handler,0.67
Shot Chart Detail,42300151,304,203076,Anthony Davis,1610612747,Los Angeles Lakers,2,1,36,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,25,1,0,20240420,DEN,LAL,42300151304,13440,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999,C,Mobile Big,1.66,C,Post Scorer,2.04
Shot Chart Detail,42300151,317,2544,LeBron James,1610612747,Los Angeles Lakers,2,0,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,13,1,1,20240420,DEN,LAL,42300151317,14140,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999|1629008,,,,PF,Shot Creator,3.28
Shot Chart Detail,42300151,337,1626156,D'Angelo Russell,1610612747,Los Angeles Lakers,3,10,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-162,76,1,1,20240420,DEN,LAL,42300151337,15220,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999,C,Mobile Big,1.66,PG,Primary Ball Handler,1.01
Shot Chart Detail,42300151,363,203076,Anthony Davis,1610612747,Los Angeles Lakers,3,6,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,12,68,1,1,20240420,DEN,LAL,42300151363,17420,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203999,C,Mobile Big,1.66,C,Post Scorer,2.04
Shot Chart Detail,42300151,371,1626156,D'Angelo Russell,1610612747,Los Angeles Lakers,3,5,51,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-30,38,1,0,20240420,DEN,LAL,42300151371,18090,0,2544|203076|1626156|1629060|1630559,0,PS,2024,203484|203999,,,,PG,Primary Ball Handler,1.01
