GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON,assisted,season_type,time,extra,year,DEF_ID,DEF_POSITION,DEF_ROLE,D_LEBRON,OFF_POSITION,OFF_ROLE,O_LEBRON
Shot Chart Detail,42100131,11,1630567,Scottie Barnes,1610612755,Toronto Raptors,1,11,31,Missed Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,28,1,0,20220416,PHI,TOR,4210013111,201935|201980|202699|203954|1630178,0,PS,290.0,0.0,2022,201980,SF,Wing Stopper,1.16,PF,Shot Creator,-0.19
Shot Chart Detail,42100131,13,1627832,Fred VanVleet,1610612755,Toronto Raptors,1,11,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,245,59,1,1,20220416,PHI,TOR,4210013113,201935|201980|202699|203954|1630178,1,PS,330.0,0.0,2022,202699,PF,Wing Stopper,0.14,PG,Primary Ball Handler,1.46
Shot Chart Detail,42100131,27,1628384,OG Anunoby,1610612755,Toronto Raptors,1,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-189,160,1,0,20220416,PHI,TOR,4210013127,201935|201980|202699|203954|1630178,0,PS,750.0,0.0,2022,203954,C,Anchor Big,1.06,SF,Shot Creator,-0.2
Shot Chart Detail,42100131,30,1627832,Fred VanVleet,1610612755,Toronto Raptors,1,10,13,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,23,78,1,0,20220416,PHI,TOR,4210013130,201935|201980|202699|203954|1630178,0,PS,1070.0,0.0,2022,202699,PF,Wing Stopper,0.14,PG,Primary Ball Handler,1.46
Shot Chart Detail,42100131,34,1627783,Pascal Siakam,1610612755,Toronto Raptors,1,9,50,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-109,147,1,1,20220416,PHI,TOR,4210013134,201935|201980|202699|203954|1630178,0,PS,1300.0,0.0,2022,202699,PF,Wing Stopper,0.14,PF,Shot Creator,1.28
Shot Chart Detail,42100131,42,1627783,Pascal Siakam,1610612755,Toronto Raptors,1,8,45,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,80,158,1,0,20220416,PHI,TOR,4210013142,201935|201980|202699|203954|1630178,0,PS,1950.0,0.0,2022,203954,C,Anchor Big,1.06,PF,Shot Creator,1.28
Shot Chart Detail,42100131,48,1630567,Scottie Barnes,1610612755,Toronto Raptors,1,8,18,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20220416,PHI,TOR,4210013148,201935|201980|202699|203954|1630178,0,PS,2220.0,0.0,2022,1630178,PG,Point of Attack,-0.95,PF,Shot Creator,-0.19
Shot Chart Detail,42100131,51,1629018,Gary Trent Jr.,1610612755,Toronto Raptors,1,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-165,212,1,0,20220416,PHI,TOR,4210013151,201935|201980|202699|203954|1630178,0,PS,2410.0,0.0,2022,201980,SF,Wing Stopper,1.16,SG,Secondary Ball Handler,0.55
Shot Chart Detail,42100131,55,1628384,OG Anunoby,1610612755,Toronto Raptors,1,7,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-31,264,1,1,20220416,PHI,TOR,4210013155,201935|201980|202699|203954|1630178,1,PS,2680.0,0.0,2022,203954|1630178,,,,SF,Shot Creator,-0.2
Shot Chart Detail,42100131,62,1629018,Gary Trent Jr.,1610612755,Toronto Raptors,1,6,52,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,12,173,1,0,20220416,PHI,TOR,4210013162,201935|201980|202699|203954|1630178,0,PS,3080.0,0.0,2022,201980,SF,Wing Stopper,1.16,SG,Secondary Ball Handler,0.55
Shot Chart Detail,42100131,68,1627783,Pascal Siakam,1610612755,Toronto Raptors,1,6,23,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,10,48,1,1,20220416,PHI,TOR,4210013168,201935|201980|202699|203954|1630178,1,PS,3370.0,0.0,2022,202699,PF,Wing Stopper,0.14,PF,Shot Creator,1.28
