PLAYER_ID,PLAYER_NAME,SHOT_ID,GRID_TYPE,GAME_ID,EVENTNUM,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,PLAYERS_ON,assisted,season_type,time,extra,year,DEF_ID,score_margin,DEF_POSITION,DEF_ROLE,D_LEBRON,dsc,OFF_POSITION,OFF_ROLE,O_LEBRON,opp_team,OPP_ID,ASSIST_ID
1626164,Devin Booker,421001417,Shot Chart Detail,42100141,7,1610612756,Phoenix Suns,1,11,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-154,230,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,140.0,0.0,2022,202685|1627742,3.0,,,,,SG,Shot Creator,3.13,NOP,1610612740.0,101108.0
1629028,Deandre Ayton,4210014111,Shot Chart Detail,42100141,11,1610612756,Phoenix Suns,1,11,1,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,13,121,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,590.0,0.0,2022,202685,3.0,C,Anchor Big,1.08,Ayton 12' Floating Jump Shot (2 PTS) (Booker 1 AST),C,Post Scorer,-0.31,NOP,1610612740.0,1626164.0
1626164,Devin Booker,4210014115,Shot Chart Detail,42100141,15,1610612756,Phoenix Suns,1,10,37,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,162,215,1,0,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,0,PS,830.0,0.0,2022,1627742,3.0,SF,Low Activity,0.08,MISS Booker 27' 3PT Running Jump Shot,SG,Shot Creator,3.13,NOP,1610612740.0,
1626164,Devin Booker,4210014119,Shot Chart Detail,42100141,19,1610612756,Phoenix Suns,1,10,23,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,3,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,970.0,0.0,2022,1629637,5.0,C,Anchor Big,0.95,Booker 1' Running Layup (5 PTS) (Paul 2 AST),SG,Shot Creator,3.13,NOP,1610612740.0,101108.0
203109,Jae Crowder,4210014145,Shot Chart Detail,42100141,45,1610612756,Phoenix Suns,1,9,3,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,241,95,1,0,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,0,PS,1770.0,0.0,2022,1629637,4.0,C,Anchor Big,0.95,MISS Crowder 26' 3PT Step Back Jump Shot,PF,Movement Shooter,-0.85,NOP,1610612740.0,
1626164,Devin Booker,4210014150,Shot Chart Detail,42100141,50,1610612756,Phoenix Suns,1,8,43,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,250,8,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,1970.0,0.0,2022,203468,7.0,SG-PG,Chaser,-1.44,Booker 25' 3PT Running Jump Shot (8 PTS) (Paul 3 AST),SG,Shot Creator,3.13,NOP,1610612740.0,101108.0
1626164,Devin Booker,4210014163,Shot Chart Detail,42100141,63,1610612756,Phoenix Suns,1,7,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,206,51,1,0,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,0,PS,2680.0,0.0,2022,203468,7.0,SG-PG,Chaser,-1.44,MISS Booker 21' Jump Shot,SG,Shot Creator,3.13,NOP,1610612740.0,
203109,Jae Crowder,4210014167,Shot Chart Detail,42100141,67,1610612756,Phoenix Suns,1,7,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-86,251,1,0,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,0,PS,2910.0,0.0,2022,1629637,7.0,C,Anchor Big,0.95,MISS Crowder 27' 3PT Jump Shot,PF,Movement Shooter,-0.85,NOP,1610612740.0,
1628969,Mikal Bridges,4210014170,Shot Chart Detail,42100141,70,1610612756,Phoenix Suns,1,6,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,5,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,3250.0,0.0,2022,202685|203468,7.0,,,,,SF,Athletic Finisher,0.19,NOP,1610612740.0,1626164.0
1629028,Deandre Ayton,4210014179,Shot Chart Detail,42100141,79,1610612756,Phoenix Suns,1,5,49,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,9,1,1,20220417,PHX,NOP,101108|203109|1626164|1628969|1629028,1,PS,3710.0,0.0,2022,203468,9.0,SG-PG,Chaser,-1.44,Ayton 1' Alley Oop Dunk (4 PTS) (Booker 3 AST),C,Post Scorer,-0.31,NOP,1610612740.0,1626164.0
