GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON,assisted,season_type,time,extra,year,DEF_ID,DEF_POSITION,DEF_ROLE,D_LEBRON,OFF_POSITION,OFF_ROLE,O_LEBRON
Shot Chart Detail,42100111,7,201142,Kevin Durant,1610612738,Brooklyn Nets,1,11,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-16,168,1,0,20220417,BOS,BKN,421001117,201143|203935|1627759|1628369|1628464,0,PS,160.0,0.0,2022,1627759,SF,Helper,-0.04,PF,Shot Creator,3.29
Shot Chart Detail,42100111,14,203552,Seth Curry,1610612738,Brooklyn Nets,1,11,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,120,158,1,1,20220417,BOS,BKN,4210011114,201143|203935|1627759|1628369|1628464,1,PS,520.0,0.0,2022,1627759,SF,Helper,-0.04,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,18,203083,Andre Drummond,1610612738,Brooklyn Nets,1,10,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,1,20220417,BOS,BKN,4210011118,201143|203935|1627759|1628369|1628464,1,PS,790.0,0.0,2022,1628464,C,Mobile Big,0.64,C,Post Scorer,0.35
Shot Chart Detail,42100111,34,203552,Seth Curry,1610612738,Brooklyn Nets,1,9,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,148,131,1,1,20220417,BOS,BKN,4210011134,201143|203935|1627759|1628369|1628464,0,PS,1610.0,0.0,2022,1628464,C,Mobile Big,0.64,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,66,202681,Kyrie Irving,1610612738,Brooklyn Nets,1,7,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,88,152,1,0,20220417,BOS,BKN,4210011166,201143|203935|1627759|1628369|1629684,0,PS,2770.0,0.0,2022,203935,PG,Point of Attack,0.87,PG,Shot Creator,3.05
Shot Chart Detail,42100111,72,201142,Kevin Durant,1610612738,Brooklyn Nets,1,6,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,83,159,1,0,20220417,BOS,BKN,4210011172,201143|203935|1627759|1628369|1629684,0,PS,3030.0,0.0,2022,1629684,PF,Helper,0.53,PF,Shot Creator,3.29
Shot Chart Detail,42100111,77,201142,Kevin Durant,1610612738,Brooklyn Nets,1,6,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,92,55,1,1,20220417,BOS,BKN,4210011177,201143|203935|1627759|1628369|1629684,1,PS,3130.0,0.0,2022,1629684|1627759,,,,PF,Shot Creator,3.29
Shot Chart Detail,42100111,108,202681,Kyrie Irving,1610612738,Brooklyn Nets,1,4,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-2,1,0,20220417,BOS,BKN,42100111108,201143|203935|1627759|1628401|1629684,0,PS,4450.0,0.0,2022,203935|1629684,,,,PG,Shot Creator,3.05
Shot Chart Detail,42100111,110,203083,Andre Drummond,1610612738,Brooklyn Nets,1,4,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,31,1,1,20220417,BOS,BKN,42100111110,201143|203935|1627759|1628401|1629684,1,PS,4540.0,0.0,2022,1628401,SG,Chaser,0.23,C,Post Scorer,0.35
Shot Chart Detail,42100111,114,203552,Seth Curry,1610612738,Brooklyn Nets,1,3,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-81,235,1,1,20220417,BOS,BKN,42100111114,201143|203935|1627759|1628401|1629684,1,PS,4890.0,0.0,2022,1629684,PF,Helper,0.53,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,118,201142,Kevin Durant,1610612738,Brooklyn Nets,1,3,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-70,240,1,0,20220417,BOS,BKN,42100111118,201143|203935|1627759|1628401|1629684,0,PS,5120.0,0.0,2022,1629684,PF,Helper,0.53,PF,Shot Creator,3.29
Shot Chart Detail,42100111,132,1629651,Nic Claxton,1610612738,Brooklyn Nets,1,3,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20220417,BOS,BKN,42100111132,201143|203935|1627759|1628401|1629684,1,PS,5350.0,0.0,2022,1628401,SG,Chaser,0.23,C,Roll + Cut Big,-0.77
Shot Chart Detail,42100111,158,201609,Goran Dragic,1610612738,Brooklyn Nets,1,1,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,172,30,1,1,20220417,BOS,BKN,42100111158,201143|1628369|1628401|1629684|1630202,1,PS,6030.0,0.0,2022,1629684,PF,Helper,0.53,PG,Primary Ball Handler,-1.2
Shot Chart Detail,42100111,161,201609,Goran Dragic,1610612738,Brooklyn Nets,1,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-92,232,1,0,20220417,BOS,BKN,42100111161,201143|1628369|1628401|1629684|1630202,0,PS,6290.0,0.0,2022,1628401,SG,Chaser,0.23,PG,Primary Ball Handler,-1.2
Shot Chart Detail,42100111,165,201142,Kevin Durant,1610612738,Brooklyn Nets,1,0,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,125,124,1,0,20220417,BOS,BKN,42100111165,201143|1628369|1628401|1629684|1630202,0,PS,6640.0,0.0,2022,201143|1629684,,,,PF,Shot Creator,3.29
Shot Chart Detail,42100111,169,201142,Kevin Durant,1610612738,Brooklyn Nets,1,0,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-124,80,1,0,20220417,BOS,BKN,42100111169,201143|1628369|1628401|1629684|1630202,0,PS,6860.0,0.0,2022,1629684,PF,Helper,0.53,PF,Shot Creator,3.29
Shot Chart Detail,42100111,219,202681,Kyrie Irving,1610612738,Brooklyn Nets,2,11,19,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-59,192,1,0,20220417,BOS,BKN,42100111219,1628369|1628401|1628464|1629684|1630202,0,PS,7610.0,0.0,2022,1628464,C,Mobile Big,0.64,PG,Shot Creator,3.05
Shot Chart Detail,42100111,223,203552,Seth Curry,1610612738,Brooklyn Nets,2,10,47,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-148,197,1,0,20220417,BOS,BKN,42100111223,1628369|1628401|1628464|1629684|1630202,0,PS,7930.0,0.0,2022,1630202,PG,Point of Attack,-1.47,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,227,201609,Goran Dragic,1610612738,Brooklyn Nets,2,10,29,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-29,56,1,1,20220417,BOS,BKN,42100111227,1628369|1628401|1628464|1629684|1630202,0,PS,8110.0,0.0,2022,1628464,C,Mobile Big,0.64,PG,Primary Ball Handler,-1.2
Shot Chart Detail,42100111,229,202681,Kyrie Irving,1610612738,Brooklyn Nets,2,10,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,21,251,1,1,20220417,BOS,BKN,42100111229,1628369|1628401|1628464|1629684|1630202,0,PS,8350.0,0.0,2022,1628464,C,Mobile Big,0.64,PG,Shot Creator,3.05
Shot Chart Detail,42100111,236,203552,Seth Curry,1610612738,Brooklyn Nets,2,9,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,52,1,0,20220417,BOS,BKN,42100111236,1628369|1628401|1628464|1629684|1630202,0,PS,8790.0,0.0,2022,1629684,PF,Helper,0.53,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,240,202681,Kyrie Irving,1610612738,Brooklyn Nets,2,8,56,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,104,252,1,1,20220417,BOS,BKN,42100111240,1628369|1628401|1628464|1629684|1630202,0,PS,9040.0,0.0,2022,1628464,C,Mobile Big,0.64,PG,Shot Creator,3.05
Shot Chart Detail,42100111,260,203083,Andre Drummond,1610612738,Brooklyn Nets,2,7,41,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,11,1,0,20220417,BOS,BKN,42100111260,201143|203935|1627759|1628369|1628401,0,PS,9790.0,0.0,2022,201143,C,Mobile Big,3.15,C,Post Scorer,0.35
Shot Chart Detail,42100111,266,203083,Andre Drummond,1610612738,Brooklyn Nets,2,7,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,26,1,1,20220417,BOS,BKN,42100111266,201143|203935|1627759|1628369|1628401,1,PS,9940.0,0.0,2022,203935,PG,Point of Attack,0.87,C,Post Scorer,0.35
Shot Chart Detail,42100111,272,201142,Kevin Durant,1610612738,Brooklyn Nets,2,7,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,93,169,1,0,20220417,BOS,BKN,42100111272,201143|203935|1627759|1628369|1628401,0,PS,10200.0,0.0,2022,201143,C,Mobile Big,3.15,PF,Shot Creator,3.29
Shot Chart Detail,42100111,283,1628971,Bruce Brown,1610612738,Brooklyn Nets,2,6,3,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,78,1,1,20220417,BOS,BKN,42100111283,201143|203935|1627759|1628369|1628401,1,PS,10770.0,0.0,2022,1627759,SF,Helper,-0.04,SF,Athletic Finisher,-0.27
Shot Chart Detail,42100111,290,201142,Kevin Durant,1610612738,Brooklyn Nets,2,5,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-86,151,1,1,20220417,BOS,BKN,42100111290,201143|203935|1627759|1628369|1628401,0,PS,11080.0,0.0,2022,203935,PG,Point of Attack,0.87,PF,Shot Creator,3.29
Shot Chart Detail,42100111,301,203552,Seth Curry,1610612738,Brooklyn Nets,2,5,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,116,231,1,0,20220417,BOS,BKN,42100111301,201143|203935|1627759|1628369|1628401,0,PS,11400.0,0.0,2022,1627759,SF,Helper,-0.04,SG,Secondary Ball Handler,0.13
Shot Chart Detail,42100111,320,201609,Goran Dragic,1610612738,Brooklyn Nets,2,3,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,32,162,1,1,20220417,BOS,BKN,42100111320,201143|203935|1627759|1628369|1628401,0,PS,12220.0,0.0,2022,201143,C,Mobile Big,3.15,PG,Primary Ball Handler,-1.2
Shot Chart Detail,42100111,322,201142,Kevin Durant,1610612738,Brooklyn Nets,2,3,4,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,26,1,0,20220417,BOS,BKN,42100111322,201143|203935|1627759|1628369|1628401,0,PS,12560.0,0.0,2022,203935|1628369,,,,PF,Shot Creator,3.29
Shot Chart Detail,42100111,328,201142,Kevin Durant,1610612738,Brooklyn Nets,2,2,41,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,92,151,1,0,20220417,BOS,BKN,42100111328,201143|203935|1627759|1628369|1628401,0,PS,12790.0,0.0,2022,1627759,SF,Helper,-0.04,PF,Shot Creator,3.29
Shot Chart Detail,42100111,331,1629651,Nic Claxton,1610612738,Brooklyn Nets,2,2,2,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,0,20220417,BOS,BKN,42100111331,201143|203935|1627759|1628369|1628401,0,PS,13180.0,0.0,2022,1628401,SG,Chaser,0.23,C,Roll + Cut Big,-0.77
