GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,season_type,year,assisted,DEF_ID,score_margin,DEF_POSITION,DEF_ROLE,D_LEBRON,dsc,OFF_POSITION,OFF_ROLE,O_LEBRON,ASSIST_ID,EVENTNUM
Shot Chart Detail,22500058,188,1626145,Tyus Jones,1610612753,Orlando Magic,1,1,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-65,257,1,1,20251125,PHI,ORL,22500058188,6570,0,1626145|1629048|1630217|1641710|1642869,REG,2026,,201569,-4.0,SG,Low Activity,-0.2108244287120667,Jones 27' 3PT Jump Shot (5 PTS) (Black 1 AST),PG,Primary Ball Handler,-0.3975294076510356,1641710.0,188
Shot Chart Detail,22500058,192,1641710,Anthony Black,1610612753,Orlando Magic,1,0,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-201,147,1,1,20251125,PHI,ORL,22500058192,6890,0,1626145|1629048|1630217|1641710|1642869,REG,2026,,201569,-3.0,SG,Low Activity,-0.2108244287120667,Black 25' 3PT Jump Shot (7 PTS) (Jones 1 AST),PG,Primary Ball Handler,0.0572581550590036,1626145.0,192
Shot Chart Detail,22500058,225,1630217,Desmond Bane,1610612753,Orlando Magic,2,10,2,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,15,-76,130,1,0,20251125,PHI,ORL,22500058225,8380,0,1626145|1628976|1630217|1641710|1642869,REG,2026,,203083|201569,2.0,,,,,SG,Primary Ball Handler,0.9335226018900676,,225
Shot Chart Detail,22500058,527,1626145,Tyus Jones,1610612753,Orlando Magic,3,2,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,15,261,1,0,20251125,PHI,ORL,22500058527,20230,0,1626145|1629048|1630532|1641710|1641783,REG,2026,,201569,34.0,SG,Low Activity,-0.2108244287120667,MISS Jones 26' 3PT Jump Shot,PG,Primary Ball Handler,-0.3975294076510356,,527
Shot Chart Detail,22500114,337,1630591,Jalen Suggs,1610612753,Orlando Magic,2,1,29,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,22,1,0,20251027,PHI,ORL,22500114337,13510,0,1628976|1630217|1630532|1630591|1631094,REG,2026,,201569,-15.0,SG,Low Activity,-0.2108244287120667,MISS Suggs 4' Driving Floating Bank Jump Shot,PG,Primary Ball Handler,0.8349596678752096,,337
Shot Chart Detail,22500114,556,1630217,Desmond Bane,1610612753,Orlando Magic,4,10,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-119,266,1,0,20251027,PHI,ORL,22500114556,22280,0,1629048|1630217|1630532|1630591|1641783,REG,2026,,201569,-8.0,SG,Low Activity,-0.2108244287120667,MISS Bane 29' 3PT Pullup Jump Shot,SG,Primary Ball Handler,0.9335226018900676,,556
Shot Chart Detail,22500123,288,1642848,Tre Johnson,1610612764,Washington Wizards,2,4,47,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,229,109,1,0,20251028,WAS,PHI,22500123288,11530,0,203114|203468|1642259|1642267|1642848,REG,2026,,201569,6.0,SG,Low Activity,-0.2108244287120667,MISS T. Johnson 25' 3PT Running Jump Shot,SG,Off Screen Shooter,-1.403968072169002,,288
Shot Chart Detail,22500195,208,1630595,Cade Cunningham,1610612765,Detroit Pistons,2,9,58,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,13,1,0,20251109,PHI,DET,22500195208,8420,0,1629750|1630194|1630595|1641709|1641752,REG,2026,0.0,201569,0.0,SG,Low Activity,-0.2108244287120667,Bona BLOCK (2 BLK),PG,Shot Creator,4.108921441819749,,208
Shot Chart Detail,22500195,211,1630595,Cade Cunningham,1610612765,Detroit Pistons,2,9,49,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,27,1,0,20251109,PHI,DET,22500195211,8510,0,1629750|1630194|1630595|1641709|1641752,REG,2026,0.0,1641737|201569,0.0,,,,,PG,Shot Creator,4.108921441819749,,211
Shot Chart Detail,22500318,601,1631103,Malaki Branham,1610612764,Washington Wizards,4,6,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,14,1,1,20251202,PHI,WAS,22500318601,24650,0,1628963|1630264|1631103|1642273|1642860,REG,2026,,201569,-33.0,SG,Low Activity,-0.2108244287120667,Branham 2' Running Dunk (2 PTS),SG,Secondary Ball Handler,-0.6013059124948545,,601
