GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,score_margin,DEF_POSITION,DEF_ROLE,D_LEBRON,dsc,OFF_POSITION,OFF_ROLE,O_LEBRON,ASSIST_ID,EVENTNUM
Shot Chart Detail,42500151,26,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,9,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-214,181,1,0,20260419,SAS,POR,4250015126,1280,0,1628368|1630170|1630577|1641705|1642264,0,PS,2026,1642270,2.0,C,Anchor Big,2.507975237874108,MISS Vassell 28' 3PT Jump Shot,SG,Movement Shooter,0.4341799068748495,,26
Shot Chart Detail,42500151,54,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,7,15,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,64,138,1,0,20260419,SAS,POR,4250015154,2850,0,1628368|1630170|1630577|1641705|1642264,0,PS,2026,1630166,-1.0,SF,Helper,-0.0421846738291278,MISS Vassell 15' Pullup Jump Shot,SG,Movement Shooter,0.4341799068748495,,54
Shot Chart Detail,42500151,58,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,6,59,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,7,1,1,20260419,SAS,POR,4250015158,3010,0,1628368|1630170|1630577|1641705|1642264,1,PS,2026,1630703,2.0,PG,Point of Attack,-0.3271241166733047,Vassell 24' 3PT Running Jump Shot (3 PTS) (Wembanyama 1 AST),SG,Movement Shooter,0.4341799068748495,1641705.0,58
Shot Chart Detail,42500151,74,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,6,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-200,164,1,0,20260419,SAS,POR,4250015174,3360,0,1629640|1630170|1641705|1642264|1642844,0,PS,2026,1629057,2.0,C,Anchor Big,2.9626928277566345,MISS Vassell 26' 3PT Pullup Jump Shot,SG,Movement Shooter,0.4341799068748495,,74
Shot Chart Detail,42500151,117,1630170,Devin Vassell,1610612759,San Antonio Spurs,1,3,17,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,86,1,0,20260419,SAS,POR,42500151117,5230,0,1628368|1628436|1629640|1630170|1642844,0,PS,2026,203924,6.0,PF,Wing Stopper,-0.315182004766697,MISS Vassell 9' Fadeaway Jumper,SG,Movement Shooter,0.4341799068748495,,117
Shot Chart Detail,42500151,229,1630170,Devin Vassell,1610612759,San Antonio Spurs,2,7,23,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,247,1,1,20260419,SAS,POR,42500151229,9970,0,1628368|1628436|1630170|1630577|1642868,1,PS,2026,1630166,10.0,SF,Helper,-0.0421846738291278,Vassell 26' 3PT Running Jump Shot (6 PTS) (Champagnie 1 AST),SG,Movement Shooter,0.4341799068748495,1630577.0,229
Shot Chart Detail,42500151,361,1630170,Devin Vassell,1610612759,San Antonio Spurs,3,11,13,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-76,159,1,0,20260419,SAS,POR,42500151361,14870,0,1628368|1630170|1630577|1641705|1642264,0,PS,2026,1642270,10.0,C,Anchor Big,2.507975237874108,MISS Vassell 18' Step Back Jump Shot,SG,Movement Shooter,0.4341799068748495,,361
Shot Chart Detail,42500151,380,1630170,Devin Vassell,1610612759,San Antonio Spurs,3,8,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,208,1,0,20260419,SAS,POR,42500151380,16310,0,1628368|1630170|1630577|1641705|1642264,0,PS,2026,1630166,2.0,SF,Helper,-0.0421846738291278,MISS Vassell 26' 3PT Jump Shot,SG,Movement Shooter,0.4341799068748495,,380
Shot Chart Detail,42500151,427,1630170,Devin Vassell,1610612759,San Antonio Spurs,3,5,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-145,214,1,1,20260419,SAS,POR,42500151427,18060,0,1628436|1630170|1630577|1642264|1642844,1,PS,2026,1642270,8.0,C,Anchor Big,2.507975237874108,Vassell 26' 3PT Jump Shot (9 PTS) (Castle 5 AST),SG,Movement Shooter,0.4341799068748495,1642264.0,427
Shot Chart Detail,42500151,435,1630170,Devin Vassell,1610612759,San Antonio Spurs,3,5,9,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,193,1,1,20260419,SAS,POR,42500151435,18510,0,1628436|1630170|1630577|1642264|1642844,1,PS,2026,1641739,11.0,PF,Wing Stopper,1.0837810662244145,Vassell 26' 3PT Running Jump Shot (12 PTS) (Castle 6 AST),SG,Movement Shooter,0.4341799068748495,1642264.0,435
