GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,DEF_POSITION,DEF_ROLE,D_LEBRON
Shot Chart Detail,42400101,121,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,1,1,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,249,1,1,20250420,CLE,MIA,42400101121,6240,0,1628378|1629631|1629660|1630241|1630596,0,PS,2025,1630558,PG,Point of Attack,-1.11
Shot Chart Detail,42400101,125,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,1,1,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-17,315,1,0,20250420,CLE,MIA,42400101125,6570,0,1628378|1629631|1629660|1630241|1630596,0,PS,2025,1629312,SF,Chaser,-0.67
Shot Chart Detail,42400101,151,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,2,11,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,70,259,1,1,20250420,CLE,MIA,42400101151,7580,0,1628378|1629660|1630171|1630241|1630596,0,PS,2025,1629639,SG,Low Activity,-1.97
Shot Chart Detail,42400101,156,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,2,10,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-137,251,1,0,20250420,CLE,MIA,42400101156,7970,0,1628378|1629660|1630171|1630241|1630596,0,PS,2025,1630558,PG,Point of Attack,-1.11
Shot Chart Detail,42400101,178,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,2,8,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-12,149,1,1,20250420,CLE,MIA,42400101178,9020,0,1628378|1629660|1630171|1630241|1630596,0,PS,2025,1629639,SG,Low Activity,-1.97
Shot Chart Detail,42400101,375,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,3,5,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-32,135,1,0,20250420,CLE,MIA,42400101375,18170,0,1628386|1629631|1629636|1629660|1630241,0,PS,2025,1629639,SG,Low Activity,-1.97
Shot Chart Detail,42400101,390,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,3,4,7,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,0,122,1,1,20250420,CLE,MIA,42400101390,19130,0,1628386|1629631|1629636|1629660|1630241,0,PS,2025,1629639,SG,Low Activity,-1.97
Shot Chart Detail,42400101,400,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,3,3,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,26,306,1,0,20250420,CLE,MIA,42400101400,19460,0,1628378|1629631|1629660|1630241|1630596,0,PS,2025,1628389,C,Anchor Big,0.91
Shot Chart Detail,42400101,447,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,4,11,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,45,54,1,0,20250420,CLE,MIA,42400101447,21770,0,1628378|1629660|1630171|1630241|1630596,0,PS,2025,1629312,SF,Chaser,-0.67
Shot Chart Detail,42400101,465,1629660,Ty Jerome,1610612739,Cleveland Cavaliers,4,10,29,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,81,96,1,1,20250420,CLE,MIA,42400101465,22510,0,1628378|1629660|1630171|1630241|1630596,0,PS,2025,1629312,SF,Chaser,-0.67
