GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,DEF_POSITION,DEF_ROLE,D_LEBRON,OFF_POSITION,OFF_ROLE,O_LEBRON
Shot Chart Detail,22401192,445,1630649,Stanley Umude,1610612749,Milwaukee Bucks,4,11,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,7,120,1,0,20250413,MIL,DET,22401192445,21800,0,1626192|1630649|1631123|1631250|1641753,0,REG,2025,1631199|1642449,,,,SG,Low Minute,-0.617973137799676
Shot Chart Detail,22401192,525,1626192,Pat Connaughton,1610612749,Milwaukee Bucks,4,4,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,22,1,0,20250413,MIL,DET,22401192525,26090,0,1626192|1631123|1631250|1641748|1641890,0,REG,2025,1631199|1642449,,,,SG,Movement Shooter,-0.7604678144743011
